NUMBER,NAME,LOCATION,LATITUDE,NS,LONGITUDE,EW,ELEV,ERUPTION TYPE,COMBATANT COMMAND
1507-08=,Antuco,Chile-C,37.406,S,71.349,W,2979,S1,USSOUTHCOM
1507-091,Callaqui,Chile-C,37.92,S,71.45,W,3164,S1,USSOUTHCOM
1507-092,Laguna Marinaqui,Chile-C,38.27,S,71.1,W,2143,M0,USSOUTHCOM
1507-093,Tolguaca,Chile-C,38.31,S,71.645,W,2806,S0,USSOUTHCOM
1507-09=,Copahue,Chile-C,37.85,S,71.17,W,2997,S1,USSOUTHCOM
1507-10=,Lonquimay,Chile-C,38.377,S,71.58,W,2865,S2,USSOUTHCOM
1507-111,Sollipulli,Chile-C,38.97,S,71.52,W,2282,S0,USSOUTHCOM
1507-112,Caburgua-Huelemolle,Chile-C,39.25,S,71.7,W,1496,M0,USSOUTHCOM
1507-11=,Llaima,Chile-C,38.692,S,71.729,W,3125,S1,USSOUTHCOM
1507-121,Quetrupillan,Chile-C,39.5,S,71.7,W,2360,S0,USSOUTHCOM
1507-122,Lanin,Chile-C,39.633,S,71.5,W,3747,S0,USSOUTHCOM
1507-123,Huanquihue Group,Argentina,39.88,S,71.58,W,2139,S0,USSOUTHCOM
1507-12=,Villarrica,Chile-C,39.42,S,71.93,W,2847,S1,USSOUTHCOM
1507-13=,Mocho-Choshuenco,Chile-C,39.927,S,72.027,W,2422,S0,USSOUTHCOM
1507-14=,Carran-Los Venados,Chile-C,40.35,S,72.07,W,1114,M2,USSOUTHCOM
1507-152,Cerro Pantoja,Chile-C,40.77,S,71.95,W,2024,S0,USSOUTHCOM
1507-153,Antillanca Group,Chile-C,40.771,S,72.153,W,1990,S0,USSOUTHCOM
1507-15=,Puyehue-Cordon Caulle,Chile-C,40.59,S,72.117,W,2236,S0,USSOUTHCOM
1507-16-,Puntiagudo-Cordon Cenizos,Chile-C,40.969,S,72.264,W,2493,S0,USSOUTHCOM
1508-011,Tronador,Chile-S,41.157,S,71.885,W,3491,S0,USSOUTHCOM
1508-012,Cayutue-La Vigueria,Chile-S,41.25,S,72.27,W,506,M0,USSOUTHCOM
1508-01=,Osorno,Chile-S,41.1,S,72.493,W,2652,S1,USSOUTHCOM
1508-021,Cuernos del Diablo,Chile-S,41.4,S,72,W,1862,S0,USSOUTHCOM
1508-022,Yate,Chile-S,41.755,S,72.396,W,2187,S0,USSOUTHCOM
1508-023,Hornopiren,Chile-S,41.874,S,72.431,W,1572,S0,USSOUTHCOM
1508-024,Apagado,Chile-S,41.88,S,72.58,W,1210,S0,USSOUTHCOM
1508-025,Crater Basalt Volc Field,Chile-S/Argentina,42.02,S,70.18,W,1359,M0,USSOUTHCOM
1508-02=,Calbuco,Chile-S,41.326,S,72.614,W,2003,S2,USSOUTHCOM
1508-03=,Huequi,Chile-S,42.377,S,72.578,W,1318,S1,USSOUTHCOM
1508-041,Chaiten,Chile-S,42.833,S,72.646,W,1122,S2,USSOUTHCOM
1508-04=,Minchinmavida,Chile-S,42.793,S,72.439,W,2404,S1,USSOUTHCOM
1508-050,Yanteles,Chile-S,43.5,S,72.8,W,2042,S0,USSOUTHCOM
1508-051,Palena Volc Group,Chile-S,43.78,S,72.47,W,U,M0,USSOUTHCOM
1508-052,Melimoyu,Chile-S,44.08,S,72.88,W,2400,S0,USSOUTHCOM
1508-053,Puyuhuapi,Chile-S,44.3,S,72.53,W,524,M0,USSOUTHCOM
1508-054,Mentolat,Chile-S,44.7,S,73.08,W,1660,S0,USSOUTHCOM
1508-055,Cay,Chile-S,45.059,S,72.984,W,2090,S0,USSOUTHCOM
1508-056,Maca,Chile-S,45.1,S,73.17,W,2960,S0,USSOUTHCOM
1508-057,Cerro Hudson,Chile-S,45.9,S,72.97,W,1905,S3,USSOUTHCOM
1508-058,Rio Murta,Chile-S,46.17,S,72.67,W,U,M0,USSOUTHCOM
1508-059,Arenales,Chile-S,47.2,S,73.48,W,3437,S0,USSOUTHCOM
1508-05=,Corcovado,Chile-S,43.18,S,72.8,W,2300,S0,USSOUTHCOM
1508-061,Viedma,Argentina,49.358,S,73.28,W,1500,S0,USSOUTHCOM
1508-062,Aguilera,Chile-S,50.33,S,73.75,W,2546,S0,USSOUTHCOM
1508-063,Reclus,Chile-S,50.964,S,73.585,W,1000,S0,USSOUTHCOM
1508-06=,Lautaro,Chile-S,49.02,S,73.55,W,3607,S1,USSOUTHCOM
1508-07=,Monte Burney,Chile-S,52.33,S,73.4,W,1758,S0,USSOUTHCOM
1508-08-,Palei-Aike Volc Field,Chile-S,52,S,70,W,282,M0,USSOUTHCOM
1508-09-,Fueguino,Chile-S,54.95,S,70.25,W,150,S0,USSOUTHCOM
1600-01=,Saba,W Indies,17.63,N,63.23,W,887,S0,USSOUTHCOM
1600-02=,The Quill,W Indies,17.478,N,62.96,W,601,S0,USSOUTHCOM
1600-03=,Liamuiga,W Indies,17.37,N,62.8,W,1156,S0,USSOUTHCOM
1600-04=,Nevis Peak,W Indies,17.15,N,62.58,W,985,S0,USSOUTHCOM
1600-05=,Soufriere Hills,W Indies,16.72,N,62.18,W,915,S9,USSOUTHCOM
1600-06=,Soufriere Guadeloupe,W Indies,16.05,N,61.67,W,1467,S0,USSOUTHCOM
1600-08=,Morne aux Diables,W Indies,15.612,N,61.43,W,861,S0,USSOUTHCOM
1600-09=,Morne Diablotins,W Indies,15.503,N,61.397,W,1430,S0,USSOUTHCOM
1600-101,Morne Watt,W Indies,15.307,N,61.305,W,1224,S0,USSOUTHCOM
1600-10=,Morne Trois Pitons,W Indies,15.37,N,61.33,W,1387,S0,USSOUTHCOM
1600-11=,Morne Plat Pays,W Indies,15.255,N,61.341,W,940,S0,USSOUTHCOM
1600-12=,Pelee,W Indies,14.82,N,61.17,W,1397,S2,USSOUTHCOM
1600-14=,Qualibou,W Indies,13.83,N,61.05,W,777,S0,USSOUTHCOM
1600-15=,Soufriere St. Vincent,W Indies,13.33,N,61.18,W,1220,S2,USSOUTHCOM
1600-16=,Kick 'em Jenny,W Indies,12.3,N,61.64,W,-185,U0,USSOUTHCOM
1600-17=,St. Catherine,W Indies,12.15,N,61.67,W,840,S0,USSOUTHCOM
1700-01=,Snaefellsjokull,Iceland-W,64.8,N,23.78,W,1448,M0,USEUCOM
1700-02=,Helgrindur,Iceland-W,64.87,N,23.25,W,647,M0,USEUCOM
1700-03=,Ljosufjoll,Iceland-W,64.87,N,22.23,W,1063,M0,USEUCOM
1701-02=,Reykjanes,Iceland-SW,63.88,N,22.5,W,230,M0,USEUCOM
1701-03=,Krisuvik,Iceland-SW,63.93,N,22.1,W,379,M0,USEUCOM
1701-04=,Brennisteinsfjoll,Iceland-SW,63.92,N,21.83,W,621,S0,USEUCOM
1701-051,Hromundartindur,Iceland-S,64.073,N,21.202,W,540,S0,USEUCOM
1701-05=,Hengill,Iceland-SW,64.08,N,21.32,W,803,M0,USEUCOM
1701-06=,Grimsnes,Iceland-SW,64.03,N,20.87,W,214,S0,USEUCOM
1701-07=,Prestahnukur,Iceland-SW,64.6,N,20.58,W,1400,M0,USEUCOM
1701-08=,Hveravellir,Iceland-SW,64.75,N,19.98,W,1360,M0,USEUCOM
1701-09=,Hofsjokull,Iceland-SW,64.78,N,18.92,W,1782,M0,USEUCOM
1702-01=,Vestmannaeyjar,Iceland-S,63.43,N,20.28,W,279,M0,USEUCOM
1702-02=,Eyjafjoll,Iceland-S,63.63,N,19.62,W,1666,S0,USEUCOM
1702-03=,Katla,Iceland-S,63.63,N,19.05,W,1512,M3,USEUCOM
1702-04=,Tindfjallajokull,Iceland-S,63.78,N,19.57,W,1463,M0,USEUCOM
1702-05=,Torfajokull,Iceland-S,63.92,N,19.17,W,1259,S0,USEUCOM
1702-07=,Hekla,Iceland-S,63.98,N,19.7,W,1491,S2,USEUCOM
1703-01=,Grimsvotn,Iceland-NE,64.42,N,17.33,W,1725,M0,USEUCOM
1703-03=,Bardarbunga,Iceland-NE,64.63,N,17.53,W,2009,M0,USEUCOM
1703-04=,Tungnafellsjokull,Iceland-NE,64.73,N,17.92,W,1535,M0,USEUCOM
1703-05=,Kverkfjoll,Iceland-NE,64.65,N,16.72,W,1929,M0,USEUCOM
1703-06=,Askja,Iceland-NE,65.03,N,16.75,W,1516,M0,USEUCOM
1703-07=,Fremrinamur,Iceland-NE,65.43,N,16.65,W,939,M0,USEUCOM
1703-08=,Krafla,Iceland-NE,65.73,N,16.78,W,818,M1,USEUCOM
1703-09=,Theistareykjarbunga,Iceland-NE,65.88,N,16.83,W,564,M0,USEUCOM
1703-10=,Tjornes Fracture Zone,Iceland-N of,66.3,N,17.1,W,v,U0,USEUCOM
1704-01=,Oraefajokull,Iceland-SE,64,N,16.65,W,2119,M0,USEUCOM
1704-02=,Esjufjoll,Iceland-SE,64.27,N,16.65,W,1760,S0,USEUCOM
1705-01=,Kolbeinsey Ridge,Iceland-N of,66.67,N,18.5,W,5,U0,USEUCOM
1706-01=,Jan Mayen,Atlantic-N-Jan Mayen,71.08,N,8.17,W,2277,M0,USEUCOM
1707-01-,Unnamed,Arctic Ocean,88.27,N,65.6,W,-1500,U0,USEUCOM
1707-02-,Unnamed,Arctic Ocean,85.58,N,85,E,-3800,U0,USEUCOM
1801-02=,Unnamed,Atlantic-N,49,N,34.5,W,-1650,U0,USEUCOM
1801-03=,Unnamed,Atlantic-N,39.95,N,25.83,W,-2835,U0,USEUCOM
1801-04=,Unnamed,Atlantic-N,38.75,N,38.08,W,-4200,U0,USEUCOM
1802-001,Flores,Azores,39.462,N,31.216,W,914,M0,USEUCOM
1802-002,Corvo,Azores,39.699,N,31.111,W,718,M0,USEUCOM
1802-01=,Fayal,Azores,38.6,N,28.73,W,1043,S0,USEUCOM
1802-02=,Pico,Azores,38.47,N,28.4,W,2351,M0,USEUCOM
1802-03=,San Jorge,Azores,38.65,N,28.08,W,1053,M0,USEUCOM
1802-04=,Graciosa,Azores,39.02,N,27.97,W,402,M0,USEUCOM
1802-05=,Terceira,Azores,38.73,N,27.32,W,1023,M0,USEUCOM
1802-07=,Don Joao de Castro Bank,Azores,38.23,N,26.63,W,-13,M0,USEUCOM
1802-081,Picos Volc System,Azores,37.78,N,25.67,W,350,M0,USEUCOM
1802-08=,Sete Cidades,Azores,37.87,N,25.78,W,856,S0,USEUCOM
1802-09=,Agua de Pau,Azores,37.77,N,25.47,W,947,S0,USEUCOM
1802-10=,Furnas,Azores,37.77,N,25.32,W,805,S0,USEUCOM
1802-11=,Monaco Bank,Azores,37.6,N,25.88,W,-197,U0,USEUCOM
1802-12-,Madeira,Azores,32.73,N,16.97,W,1862,M0,USEUCOM
1803-01-,La Palma,Canary Is,28.57,N,17.83,W,2426,M0,USEUCOM
1803-02-,Hierro,Canary Is,27.73,N,18.03,W,1500,M0,USEUCOM
1803-03-,Tenerife,Canary Is,28.271,N,16.641,W,3715,S0,USEUCOM
1803-04-,Gran Canaria,Canary Is,28,N,15.58,W,1950,M0,USEUCOM
1803-05-,Fuerteventura,Canary Is,28.358,N,14.02,W,529,M0,USEUCOM
1803-06-,Lanzarote,Canary Is,29.03,N,13.63,W,670,M0,USEUCOM
1804-01=,Fogo,Cape Verde Is,14.95,N,24.35,W,2829,S0,USAFRICOM
1804-02-,Brava,Cape Verde Is,14.85,N,24.72,W,900,S0,USAFRICOM
1804-03-,Sao Vicente,Cape Verde Is,16.85,N,24.97,W,725,S0,USAFRICOM
1805-01=,Unnamed,Atlantic-C,7,N,21.83,W,-1415,U0,USAFRICOM
1805-02=,Unnamed,Atlantic-C,4.2,N,21.45,W,-2900,U0,USAFRICOM
1805-03=,Unnamed,Atlantic-C,0.72,S,20.53,W,-1528,U0,USAFRICOM
1805-04=,Unnamed,Atlantic-C,3.5,S,24.5,W,-5300,U0,USSOUTHCOM
1805-05-,Ascension,Atlantic-C,7.95,S,14.37,W,858,M0,USAFRICOM
1805-051,Trindade,Atlantic-C,20.514,S,29.331,W,600,S0,USSOUTHCOM
1806-011,Nightingale Island,Atlantic-S,37.42,S,12.48,W,365,S0,USAFRICOM
1806-01=,Tristan da Cunha,Atlantic-S,37.092,S,12.28,W,2060,M1,USAFRICOM
1806-02-,Bouvet,Atlantic-S,54.42,S,3.35,E,780,M0,USAFRICOM
1806-03-,Thompson Island,Atlantic-S,53.93,S,5.5,E,U,S0,USAFRICOM
1900-011,Young Island,Antarctica,66.42,S,162.47,E,1340,S0,USPACOM
1900-012,Sturge Island,Antarctica,67.4,S,164.83,E,1167,M0,USPACOM
1900-013,The Pleiades,Antarctica,72.67,S,165.5,E,3040,S0,USPACOM
1900-014,Unnamed,Antarctica,73.45,S,164.58,E,2987,M0,USPACOM
1900-015,Melbourne,Antarctica,74.35,S,164.7,E,2732,S0,USPACOM
1900-016,Unnamed,Antarctica,76.83,S,163,E,-500,U0,USPACOM
1900-01=,Buckle Island,Antarctica,66.78,S,163.25,E,1239,M0,USPACOM
1900-021,Royal Society Range,Antarctica,78.25,S,163.33,E,3000,M0,USPACOM
1900-022,Berlin,Antarctica,76.05,S,136,W,3478,S0,USPACOM
1900-023,Andrus,Antarctica,75.8,S,132.33,W,2978,S0,USPACOM
1900-024,Waesche,Antarctica,77.17,S,126.88,W,3292,M0,USPACOM
1900-025,Siple,Antarctica,73.43,S,126.67,W,3110,M0,USPACOM
1900-026,Toney Mountain,Antarctica,75.8,S,115.83,W,3595,M0,USPACOM
1900-027,Takahe,Antarctica,76.28,S,112.08,W,3460,S0,USPACOM
1900-028,Hudson Mountains,Antarctica,74.33,S,99.42,W,749,M0,USPACOM
1900-029,Peter I Island,Antarctica,68.85,S,90.58,W,1640,M0,USSOUTHCOM
1900-02=,Erebus,Antarctica,77.53,S,167.17,E,3794,S1,USPACOM
1900-031,Penguin Island,Antarctica,62.1,S,57.93,W,180,S0,USSOUTHCOM
1900-03=,Deception Island,Antarctica,62.97,S,60.65,W,576,S2,USSOUTHCOM
1900-041,Paulet,Antarctica,63.58,S,55.77,W,353,M0,USSOUTHCOM
1900-04=,Bridgeman Island,Antarctica,62.05,S,56.75,W,240,S0,USSOUTHCOM
1900-05=,Seal Nunataks Group,Antarctica,65.03,S,60.05,W,368,M0,USSOUTHCOM
1900-07=,Thule Islands,Antarctica,59.45,S,27.37,W,1075,S0,USSOUTHCOM
1900-081,Montagu Island,Antarctica,58.42,S,26.33,W,1370,S0,USSOUTHCOM
1900-08=,Bristol Island,Antarctica,59.03,S,26.58,W,1100,S1,USSOUTHCOM
1900-09=,Michael,Antarctica,57.78,S,26.45,W,990,S1,USSOUTHCOM
1900-10=,Candlemas Island,Antarctica,57.08,S,26.67,W,550,S0,USSOUTHCOM
1900-11=,Hodson,Antarctica,56.7,S,27.15,W,1005,S0,USSOUTHCOM
1900-12=,Leskov Island,Antarctica,56.67,S,28.13,W,190,S0,USSOUTHCOM
1900-13=,Zavodovski,Antarctica,56.3,S,27.57,W,551,S0,USSOUTHCOM
1900-14-,Protector Shoal,Antarctica,55.92,S,28.08,W,-27,S0,USSOUTHCOM
